Id,SalePrice
1461,137858.6717218915
1462,163931.2430543615
1463,180907.17119164974
1464,188544.90780108218
1465,180236.38427771084
1466,172670.0177496566
1467,171685.3606215527
1468,165500.72892172367
1469,181727.75359246382
1470,136995.55224973804
1471,170733.30680820145
1472,120476.10716934392
1473,121736.03891034718
1474,155047.18428069176
1475,133856.32501199198
1476,290830.9340724082
1477,226151.0555831063
1478,253194.2312000047
1479,243939.6168391884
1480,370279.2013993366
1481,271774.0976171668
1482,191423.81638891296
1483,171134.03277173746
1484,161802.41028509795
1485,173771.14984788588
1486,183039.52041909014
1487,274333.9070797516
1488,204971.4955112835
1489,186402.322902855
1490,215005.44124291584
1491,185956.44468941024
1492,118798.39721253485
1493,175301.74126385676
1494,249514.8811746556
1495,247072.90183009827
1496,213806.03005988657
1497,175871.7786928589
1498,171060.29530647438
1499,162355.81499001323
1500,157757.02578903944
1501,173320.1423031999
1502,146990.74465262453
1503,250978.44438552833
1504,214469.68878263063
1505,209752.28496308005
1506,181053.89946080055
1507,217263.23814429634
1508,190389.40501102852
1509,161500.61902596283
1510,153020.74937520543
1511,160909.9759748237
1512,170719.16987615908
1513,154574.91116060654
1514,160864.082706501
1515,180731.25661748034
1516,157020.44169315347
1517,164378.68823097326
1518,145556.4778194388
1519,197840.76127391696
1520,142429.7752234783
1521,145958.9674730015
1522,173273.51949800015
1523,132050.84944385168
1524,138911.9882047028
1525,136101.9773643427
1526,131247.27830721994
1527,130727.47152547009
1528,143646.27729937847
1529,158567.33356080268
1530,175005.0028074438
1531,131035.86498509126
1532,119874.66202270478
1533,156044.5251010297
1534,127858.32362494632
1535,155478.02034710348
1536,127072.17237529367
1537,103292.76193677397
1538,158100.91452239788
1539,189071.55327692028
1540,119019.099637073
1541,155419.9197883067
1542,158859.67758000255
1543,184369.12916283426
1544,111457.12209626424
1545,130364.05499604697
1546,143728.10618752817
1547,148353.77720378287
1548,146944.65562445123
1549,134527.1156707873
1550,149027.99426323513
