Id,SalePrice
1461,123620.36008662207
1462,157079.7615271003
1463,179819.77606643914
1464,188568.4680493003
1465,188202.0690999112
1466,174621.42122320985
1467,171193.85600392384
1468,168299.91510654418
1469,184275.79119421082
1470,125852.35131872162
1471,195623.16917770673
1472,96452.89870455398
1473,98064.64028788565
1474,151898.58546728085
1475,128899.1699060376
1476,388421.8004043061
1477,256989.21322047262
1478,295262.05766538664
1479,278571.2820832482
1480,478775.858854047
1481,333053.4864930472
1482,206467.14671876
1483,170412.68453656163
1484,167107.5301555954
1485,176173.86207234988
1486,191404.34206560743
1487,349462.8422156114
1488,229731.11600262328
1489,205478.15828085726
1490,217563.88116732283
1491,188678.00484925212
1492,91123.09553268233
1493,181197.88736959267
1494,301875.62951879937
1495,300420.77215544716
1496,235662.94821924611
1497,187252.94198334555
1498,160757.4919660802
1499,159583.78540872879
1500,156507.36999959758
1501,177183.75112662948
1502,153622.0497375478
1503,286729.69239262136
1504,238473.15735375596
1505,227163.93776517626
1506,183254.18920305333
1507,238492.86404196091
1508,203534.67090067492
1509,159395.29635997233
1510,150940.43450822774
1511,146244.55811297684
1512,172132.6317329213
1513,145689.19376599538
1514,163078.9512195842
1515,188780.02936199453
1516,155473.88438770434
1517,162533.01264753062
1518,130970.15074169482
1519,219146.45767237904
1520,134982.45591735092
1521,136044.76243081907
1522,173868.11604943164
1523,110208.73781830406
1524,126590.32103303209
1525,125743.2693523878
1526,119779.84449519799
1527,109485.33394902706
1528,127696.46530716545
1529,149448.2067025398
1530,175177.58149937564
1531,110550.54145290039
1532,101373.06015194555
1533,145318.80886163624
1534,116342.57382698567
1535,146433.48538800585
1536,108103.83655751948
1537,66745.30635868944
1538,161013.38310939437
1539,211247.36628701794
1540,94578.99991147124
1541,141218.59243235816
1542,136077.23164729238
1543,208145.4088988524
1544,85075.71214594875
1545,105660.32084459595
1546,131260.50734725705
1547,133764.59662215048
1548,133535.22174066948
1549,112321.31550379892
1550,140392.47551418623
1551,111949.53982667084
1552,132887.95190088922
1553,146829.81090685705
1554,117771.55437877182
1555,166194.42322764284
1556,83359.36298448578
1557,107339.23497449538
1558,94939.80024486047
1559,77399.79097119467
1560,138753.90994271432
1561,136320.5222058207
1562,129548.65191226805
1563,125463.34324562842
1564,152865.87669802137
1565,148177.6559004287
1566,240953.69777588284
1567,72303.5088050581
1568,227859.94011069436
1569,137614.53337424286
1570,133632.1647672021
1571,115881.83323719213
1572,143967.15658730635
1573,231108.73383681345
1574,113810.32384913659
1575,223709.26436599024
1576,227096.32588449694
1577,193319.6620435209
1578,150507.93370985033
1579,144371.2596933689
1580,187373.6407894513
1581,153008.5136112779
1582,130558.41093274737
1583,318666.26088403515
1584,222297.37459386955
1585,139358.26811769308
1586,66115.52234314271
1587,100192.19995438767
1588,146494.94040916947
1589,92914.02264687557
1590,130786.81448262367
1591,98661.1830693018
1592,115407.61121838658
1593,128999.25865031872
1594,128564.93269009444
1595,114895.4641224975
1596,242598.4475101665
1597,185173.24293283536
1598,207002.63432733613
1599,174735.07765488548
1600,173827.90294798504
1601,65289.15680837995
1602,112524.93516260924
1603,82534.56832085195
1604,274027.88714765117
