Id,SalePrice
1461,124503.94003881543
1462,162582.08723099987
1463,187307.56367715573
1464,194173.46528957153
1465,181461.39550253892
1466,177080.541077954
1467,174741.59015782917
1468,165077.3889864808
1469,186319.2109903671
1470,123275.60283988157
1471,196670.09317510828
1472,97144.19887832843
1473,99289.13160322848
1474,152218.79227465848
1475,124196.49783462136
1476,384030.81075934385
1477,246864.1922388845
1478,286841.3786441929
1479,287106.2622288167
1480,491756.0646358055
1481,310560.16472421103
1482,206900.96186756482
1483,168519.19901137563
1484,167758.4700853293
1485,175867.3919200128
1486,194488.6570950069
1487,329399.9910057936
1488,232835.3497361116
1489,209250.76167224743
1490,223251.20788049945
1491,191015.4852290678
1492,90443.66803062339
1493,184960.62235950815
1494,290918.9587672483
1495,280005.05283047736
1496,235201.60373893628
1497,182947.51792642227
1498,160024.53446594122
1499,159691.21780558964
1500,157237.0027379422
1501,176763.64453331157
1502,149322.2647130385
1503,279619.7762367376
1504,239285.87435348486
1505,226729.10402102978
1506,185022.20210511438
1507,242998.03998462867
1508,199379.50810337754
1509,162673.46672562158
1510,143794.04881494492
1511,146520.23841764225
1512,166464.12279386597
1513,143484.4005706756
1514,146526.51823650723
1515,184801.0266708352
1516,154257.95469765493
1517,167116.44037737884
1518,129313.0720706398
1519,219508.91864084383
1520,133913.2920919191
1521,136538.79975112822
1522,170223.84895324716
1523,109872.15999341739
1524,121555.19947438747
1525,125662.28107113822
1526,111561.15930875704
1527,107192.2522137595
1528,130453.36559698997
1529,149190.42352835037
1530,169417.3068660259
1531,113571.29227989416
1532,95679.64061148836
1533,141119.45353730308
1534,120178.18975714067
1535,152280.46457714806
1536,104742.49356735972
1537,72634.93842431004
1538,158356.92724084217
1539,191943.69949804022
1540,98282.06173696385
1541,146371.54038218906
1542,138897.2929040185
1543,204164.50904105467
1544,82251.71842020868
1545,103074.80370978257
1546,132358.37247190744
1547,131823.44281253425
1548,135893.80672892963
1549,114516.86711055283
1550,133597.84945705935
1551,114018.54145623803
1552,144776.12999247102
1553,153816.0463365876
1554,116023.73129220902
1555,163787.0699893833
1556,81546.21530345187
1557,104543.51817872307
1558,93091.69687223612
1559,71296.34279354027
1560,136016.91052716234
1561,131177.36662916932
1562,131373.95295587598
1563,121272.06409630389
1564,159043.50756293949
1565,152212.9627916501
1566,243557.63833981505
1567,72981.88911201443
1568,232464.54552019417
1569,139921.0581180172
1570,143507.86463719193
1571,125165.1772444552
1572,146555.4940134911
1573,247846.71509499507
1574,117775.95590177694
1575,223206.808399637
1576,244334.8443458041
1577,196287.0191400203
1578,142862.8970577301
1579,142278.50303578263
1580,192223.67751165028
1581,152381.10358943653
1582,125890.64635497202
1583,317975.09231563617
1584,223530.03208529466
1585,141124.0623906661
1586,72498.38891613211
1587,95160.90284695581
1588,151926.97425319746
1589,99364.19264695431
1590,133515.880249449
1591,94056.99080767966
1592,111672.64987350085
1593,123228.802455106
1594,137119.22496561668
1595,113158.18856262909
1596,242815.58239239966
1597,190425.48585619574
1598,207909.11362651197
1599,176416.50421968172
1600,170384.47376367563
1601,69237.84268919156
1602,116719.31787237611
1603,78860.89832704749
1604,268658.2916593917
1605,241702.94744423448
1606,163898.5105622343
1607,167686.6228072958
1608,213617.55678068384
1609,196764.65955610631
1610,155126.31862729497
1611,136295.01743872394
1612,162245.17523446566
1613,159649.81329635228
1614,127215.10885947241
1615,88508.58224413151
1616,72945.88465813489
1617,87620.12068639211
1618,122382.82024506152
1619,141407.92381227427
1620,166728.15550191436
1621,136012.71006247305
1622,137857.66677972025
1623,265516.0727483125
1624,211158.09378492564
1625,118517.55014950177
1626,164930.44674024486
1627,188557.5216596799
1628,275523.98875044927
1629,180287.90412100297
1630,339979.93518262665
1631,225350.25607732186
1632,240673.26744084762
1633,167451.2921539854
1634,189114.08386911266
1635,177320.59550044028
1636,156968.81738670912
1637,193506.89089246947
1638,192177.4055488555
1639,183585.7315637178
1640,252270.90197737754
1641,181394.21387810673
1642,228630.88969679445
1643,223648.1840945243
1644,229882.61475731697
1645,194780.11130410727
1646,161609.94349317832
1647,156904.9805233053
1648,131839.03588373325
1649,136298.58512188395
1650,113187.97967922692
1651,119692.68226203848
1652,96292.17655902062
1653,99487.89212788877
1654,147891.87464108178
1655,144707.74296644825
1656,144844.2482485674
1657,149800.91616425343
1658,150055.67858498963
1659,128911.46870313864
1660,155678.2994472215
1661,422894.15137313266
1662,405661.8270362961
1663,395000.2948966025
1664,424608.50958223466
1665,313200.6214703201
1666,335359.188881999
1667,378669.29737862165
1668,346334.45507854974
1669,303613.3927443257
1670,362726.7189678316
1671,254810.3757911331
1672,437294.3864286896
1673,298408.8626178145
1674,248299.58592167564
1675,188645.84000421423
1676,189593.28942676523
1677,219040.8694510723
1678,426892.7403491836
1679,394278.2432343933
1680,343361.37812870706
1681,258279.66606935364
1682,307840.5190592012
1683,176587.90134570285
1684,169912.76879117845
1685,169546.78626373823
1686,168836.6077016004
1687,166658.2186959634
1688,190618.0828584993
1689,193661.0274617487
1690,192434.0971927486
1691,178396.44601474504
1692,275069.25777504913
1693,166176.43313798102
1694,185369.80754053043
1695,162927.81413162252
1696,269661.56219868397
1697,168758.42769646822
1698,354083.096833823
1699,318007.8017771954
1700,239101.68743168956
1701,265808.4836343107
1702,246167.56109348495
1703,252433.98984283127
1704,284519.831747371
1705,230362.05053969088
1706,370303.5280822103
1707,220059.23232052603
1708,211005.03822396317
1709,271015.75261120975
1710,226433.1166573762
1711,266203.73298739287
1712,252801.98316805606
1713,276692.1325159423
1714,224915.97692174854
1715,210228.7338023159
1716,186717.57660457378
1717,172157.386662353
1718,132344.8476789603
1719,197430.33163800562
1720,238081.67227346593
1721,168647.2162262943
1722,124604.82645174282
1723,155529.71609729872
1724,212533.69297530642
1725,238535.26082445934
1726,188944.76787291194
1727,158127.29852276805
1728,167070.3854689208
1729,164805.13758024797
1730,158384.20577821208
1731,119127.81364264994
1732,134872.02354601168
1733,116617.22839665419
1734,115540.20436391492
1735,132746.60629290846
1736,115994.86605944794
1737,324141.7317635106
1738,221096.0146322425
1739,237249.1650450061
1740,209330.8389954639
1741,199719.23397220706
1742,172954.0224933749
1743,175379.3378508227
1744,312178.9995920898
1745,214612.12720521563
1746,172820.1187833315
1747,223479.55460983995
1748,230675.22874092887
1749,150123.89962172625
1750,126725.98780934045
1751,236400.6736277058
1752,117876.70903052541
1753,140490.48136022093
1754,181857.6601255225
1755,166861.47681223147
1756,122179.38673872048
1757,120299.28191587116
1758,141318.31705951114
1759,160224.94971750965
1760,162652.96650612337
1761,141838.35115552184
1762,180463.37100931996
1763,169124.38196246626
1764,115196.9839017366
1765,153714.5729990402
1766,176766.38491642047
1767,211884.87815149841
1768,144276.6628168101
1769,176113.8952526058
1770,147136.27576764434
1771,124795.77248453378
1772,130628.30362399001
1773,134065.23352372996
1774,138454.20146419806
1775,139906.66125300043
1776,121104.3896168217
1777,113924.47362776512
1778,137306.63487480214
1779,114760.27828819702
1780,174329.48751495234
1781,125796.58378378145
1782,90329.3595364579
1783,137747.03025626918
1784,107491.28830203453
1785,115995.401671387
1786,143275.8368970004
1787,163499.8248751571
1788,59683.620772081194
1789,101450.3676373019
1790,79431.4121442944
1791,185024.53028828243
1792,155038.25582850983
1793,126007.94421223746
1794,145534.67609451734
1795,136650.53903948027
1796,130868.42518479713
1797,116682.64371258425
1798,123194.42121148112
1799,113514.83935886728
1800,129234.68880902576
1801,131803.00906056544
1802,128020.04704384704
1803,143113.28862986004
1804,144247.72201323367
1805,137924.94975968488
1806,121053.34519249068
1807,133770.73136018054
1808,125815.33237971108
1809,120271.79039180448
1810,146138.02885109533
1811,93454.96152455754
1812,93582.51568895727
1813,122266.89124611231
1814,94847.1970702852
1815,56231.69891821136
1816,91294.64789195733
1817,109898.26610959225
1818,142972.94491520996
1819,124844.3346738671
1820,54468.951078767735
1821,118682.46247713371
1822,148873.5756513072
1823,41139.83816436314
1824,133594.25959265532
1825,135621.41336295017
1826,107234.35286940749
1827,96355.65013044848
1828,136580.24600072618
1829,118387.11497048475
1830,144804.65459277452
1831,158009.93007500892
1832,89900.38006191162
1833,141117.17153648575
1834,121719.91628563515
1835,124529.23069488906
1836,127200.07559717355
1837,96135.97193227375
1838,125134.15370000772
1839,94199.06966542808
1840,167885.3727557366
1841,142210.54836991793
1842,81460.78505043236
1843,130374.71883405454
1844,138938.18233478005
